"id","name"
"1554087242379","LOLKISALE"
"1554087242380","MAJENGO"
"1554087242381","MAKUYUNI"
"1554087242382","MESERANI"
"1554087242383","MOITA"
"1554087242384","MONDULI JUU"
"1554087242385","MONDULI MJINI"
"1554087242386","MSWAKINI"
"1554087242387","MTO WA MBU"
"1554087242388","SELELA"
"1554087242389","SEPEKO"
"1554087242390","ALAILELAI"
"1554087242391","ARASH"
"1554087242392","DIGODIGO"
"1554087242393","ENDULENI"
"1554087242394","ENGUSEROSAMBU"
"1554087242395","KAKESIO"
"1554087242396","LOLIONDO"
"1554087242397","MAALON"
"1554087242398","MALAMBO"
"1554087242399","NAINOKANOKA"
"1554087242400","NAIYOBI"
"1554087242401","NGORONGORO"
"1554087242402","OLBALBAL"
"1554087242403","OLDONYOSAMBU"
"1554087242404","OLOIPIRI"
"1554087242405","OLOIRIEN"
"1554087242406","OLOLOSOKWAN"
"1554087242407","ORGOSOROK"
"1554087242408","PINYINYI"
"1554087242409","SALE"
"1554087242410","SAMUNGE"
"1554087242411","SOIT-SAMBU"
"1554087242412","BUGALAMA"
"1554087242420","BUTOBELA"
"1554087242424","KAGU"
"1554087242426","KALANGALALA"
"1554087242428","KAMHANGA"
"1554087242430","KASEME"
"1554087242432","KATORO"
"1554087242433","LUBANGA"
"1554087242434","LWAMGASA"
"1554087242436","MTAKUJA"
"1554087242440","NYAKAMWAGA"
"1554087242442","NYAMIGOTA"
"1554087242444","NYARUGUSU"
"1554087242447","BUGOGWA"
"1554087242448","BUSWELU"
"1554087242449","IGOMA"
"1554087242450","ILEMELA"
"1554087242451","KIRUMBA"
"1554087242452","KITANGIRI"
"1554087242453","NYAKATO"
"1554087242454","NYAMANORO"
"1554087242455","PASIANSI"
"1554087242456","SANGABUYE"
"1554087242457","BUGANDO"
"1554087242458","BUNGULWA"
"1554087242459","BUPAMWA"
"1554087242460","FUKALO"
"1554087242461","HUNGUMALWA"
"1554087242462","IGONGWA"
"1554087242463","ILULA"
"1554087242464","ISENI"
"1554087242465","KIKUBIJI"
"1554087242466","LYOMA"
"1554087242467","MALIGISU"
"1554087242468","MALYA"
"1554087242469","MANTARE"
"1554087242470","MHANDE"
"1554087242471","MWABOMBA"
"1554087242472","MWAGI"
"1554087242473","MWAKILYAMBITI"
"1554087242474","MWAMALA"
"1554087242475","MWANDU"
"1554087242476","MWANG'HALANGA"
"1554087242477","MWANKULWE"
"1554087242478","NG'HUNDI"
"1554087242479","NGUDU"
"1554087242480","NGULLA"
"1554087242481","NKALALO"
"1554087242482","NYAMBITI"
"1554087242483","NYAMILAMA"
"1554087242484","SHILEMBO"
"1554087242485","SUMVE"
"1554087242486","WALLA"
"1554087242487","BUJASHI"
"1554087242488","BUKWE"
"1554087242489","JINJIMILI"
"1554087242490","KAHANGARA"
"1554087242491","KISESA"
"1554087242492","KITONGO SIMA"
"1554087242493","KONGOLO"
"1554087242494","LUBUGU"
"1554087242495","LUTALE"
"1554087242496","MAGU MJINI"
"1554087242497","MWAMABANZA"
"1554087242498","MWAMANGA"
"1554087242499","NG'HAYA"
"1554087242500","NKUNGULU"
"1554087242501","NYANGUGE"
"1554087242502","NYIGOGO"
"1554087242503","SHISHANI"
"1554087242504","SUKUMA"
"1554087242505","BUHINGO"
"1554087242506","BULEMEJI"
"1554087242507","BUSONGO"
"1554087242508","FELLA"
"1554087242509","GULUMUNGU"
"1554087242510","IDETEMYA"
"1554087242511","IGOKELO"
"1554087242512","ILALAMBOGO"
"1554087242513","ILUJAMATE"
"1554087242514","ISESA"
"1554087242515","KANYELELE"
"1554087242516","KASOLOLO"
"1554087242517","KIJIMA"
"1554087242518","KOROMIJE"
"1554087242519","LUBILI"
"1554087242520","MABUKI"
"1554087242521","MAMAYE"
"1554087242522","MBARIKA"
"1554087242523","MISASI"
"1554087242524","MISUNGWI"
"1554087242525","MONDO"
"1554087242526","MWANIKO"
"1554087242527","NHUNDULU"
"1554087242528","SHILALO"
"1554087242529","SUMBUGU"
"1554087242530","UKIRIGURU"
"1554087242531","USAGARA"
"1554087242532","BUHONGWA"
"1554087242533","BUTIMBA"
"1554087242534","IGOGO"
"1554087242535","IGOMA"
"1554087242536","ISAMILO"
"1554087242537","MAHINA"
"1554087242538","MBUGANI"
"1554087242539","MIKUYUNI"
"1554087242540","MIRONGO"
"1554087242541","MKOLANI"
"1554087242542","NYAMAGANA"
"1554087242543","PAMBA"
"1554087242544","BULYAHEKE"
"1554087242545","BUPANDWA"
"1554087242546","BUSISI"
"1554087242547","BUYAGU"
"1554087242548","BUZILASOGA"
"1554087242549","CHIFUNFU"
"1554087242550","IBISABAGENI"
"1554087242551","IGALULA"
"1554087242552","IGULUMUKI"
"1554087242553","IRENZA"
"1554087242554","KAFUNZO"
"1554087242555","KAGUNGA"
"1554087242556","KALEBEZO"
"1554087242557","KASENYI"
"1554087242558","KASUNGAMILE"
"1554087242559","KATUNGURU"
"1554087242560","KATWE"
"1554087242561","KAZUNZU"
"1554087242562","KISHINDA"
"1554087242563","LUGATA"
"1554087242564","MAISOME"
"1554087242565","MWABALUHI"
"1554087242566","NYAKALIRO"
"1554087242567","NYAKASASA"
"1554087242568","NYAKASUNGWA"
"1554087242569","NYAMATONGO"
"1554087242570","NYAMAZUGO"
"1554087242571","NYAMPANDE"
"1554087242572","NYAMPULUKANO"
"1554087242573","NYANZENDA"
"1554087242574","NYATUKARA"
"1554087242575","NYEHUNGE"
"1554087242576","SIMA"
"1554087242577","TABARUKA"
"1554087242578","BUKANDA"
"1554087242579","BUKIKO"
"1554087242580","BUKINDO"
"1554087242581","BUKONGO"
"1554087242582","BUKUNGU"
"1554087242583","BWIRO"
"1554087242584","BWISYA"
"1554087242585","IGALLA"
"1554087242586","ILANGALA"
"1554087242587","IRUGWA"
"1554087242588","KAGERA"
"1554087242589","KAGUNGULI"
"1554087242590","KAKEREGE"
"1554087242591","MUKITUNTU"
"1554087242592","MURITI"
"1554087242593","MURUTUNGURU"
"1554087242594","NAKATUNGURU"
"1554087242595","NAMAGONDO"
"1554087242596","NAMILEMBE"
"1554087242597","NANSIO"
"1554087242598","NDURUMA"
"1554087242599","NGOMA"
"1554087242600","NKILIZYA"
"1554087242601","NYAMANGA"
"1554087242602","BUKOKO"
"1554087242603","CHABUTWA"
"1554087242604","CHOMA"
"1554087242605","IGOWEKO"
"1554087242606","IGUNGA"
"1554087242607","IGURUBI"
"1554087242608","ISAKAMALIWA"
"1554087242609","ITUMBA"
"1554087242610","ITUNDURU"
"1554087242611","KINING'ILA"
"1554087242612","KINUNGU"
"1554087242613","MBUTU"
"1554087242614","MWAMASHIGA"
"1554087242615","MWAMASHIMBA"
"1554087242616","MWASHIKUMBILI"
"1554087242617","MWISI"
"1554087242618","NANGA"
"1554087242619","NDEMBEZI"
"1554087242620","NGULU"
"1554087242621","NGUVUMOJA"
"1554087242622","NKINGA"
"1554087242623","NTOBO"
"1554087242624","NYANDEKWA"
"1554087242625","SIMBO"
"1554087242626","SUNGWIZI"
"1554087242627","ZIBA"
"1554087242628","ICHEMBA"
"1554087242629","IGAGALA"
"1554087242630","IGOMBEMKULU"
"1554087242631","IGWISI"
"1554087242632","KALIUA"
"1554087242633","KAMSEKWA"
"1554087242634","KANINDO"
"1554087242635","KANOGE"
"1554087242636","KASHISHI"
"1554087242637","KAZAROHO"
"1554087242638","MILAMBO"
"1554087242639","MWONGOZO"
"1554087242640","SASU"
"1554087242641","SELELI"
"1554087242642","SILAMBO"
"1554087242643","UGUNGA"
"1554087242644","UKUMBISIGANGA"
"1554087242645","USHOKOLA"
"1554087242646","USINGE"
"1554087242647","UYOWA"
"1554087242648","ZUGIMLOLE"
"1554087242649","BUDUSHI"
"1554087242650","BUKENE"
"1554087242651","IGUSULE"
"1554087242652","IJANIJA"
"1554087242653","IKINDWA"
"1554087242654","ISAGENHE"
"1554087242655","ISANZU"
"1554087242656","ITILO"
"1554087242657","ITOBO"
"1554087242658","KAHAMANHALANGA"
"1554087242659","KARITU"
"1554087242660","KASELA"
"1554087242661","LUSU"
"1554087242662","MAGENGATI"
"1554087242663","MAMBALI"
"1554087242664","MBOGWE"
"1554087242665","MIGUWA"
"1554087242666","MILAMBO ITOBO"
"1554087242667","MIZIBAZIBA"
"1554087242668","MOGWA"
"1554087242669","MUHUGI"
"1554087242670","MWAKASHANHALA"
"1554087242671","MWAMALA"
"1554087242672","MWANGOYE"
"1554087242673","NATA"
"1554087242674","NDALA"
"1554087242675","NHALANGA"
"1554087242676","NKINIZIWA"
"1554087242677","NZEGA MJINI"
"1554087242678","NZEGA NDOGO"
"1554087242679","PUGE"
"1554087242680","SEMEMBELA"
"1554087242681","SHIGAMBA"
"1554087242682","SIGILI"
"1554087242683","TONGI"
"1554087242684","UDUKA"
"1554087242685","UTWIGU"
"1554087242686","WELA"
"1554087242687","CHABUTWA"
"1554087242688","IGIGWA"
"1554087242689","IPOLE"
"1554087242690","KILOLELI (SIKONGE)"
"1554087242691","KILOLI"
"1554087242692","KIPANGA"
"1554087242693","KIPILI"
"1554087242694","KISANGA"
"1554087242695","KITUNDA"
"1554087242696","MISHENU"
"1554087242697","MOLE"
"1554087242698","MPOMBWE"
"1554087242699","NGOYWA"
"1554087242700","PANGALE"
"1554087242701","SIKONGE"
"1554087242702","TUTUO"
"1554087242703","USUNGA"
"1554087242704","CHEMCHEM"
"1554087242705","CHEYO"
"1554087242706","GONGONI"
"1554087242707","IFUCHA"
"1554087242708","IKOMWA"
"1554087242709","IPULI"
"1554087242710","ISEVYA"
"1554087242711","ITETEMIA"
"1554087242712","ITONJANDA"
"1554087242713","KABILA"
"1554087242714","KAKOLA"
"1554087242715","KALUNDE"
"1554087242716","KANYENYE"
"1554087242717","KILOLENI"
"1554087242718","KITETE"
"1554087242719","MALOLO"
"1554087242720","MBUGANI"
"1554087242721","MISHA"
